Year,Dog_name,Breed,Gender,Suburb
2009,"HETTY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2009,"HONEY","SHETLAND SHEEP DOG","DESEXED FEMALE","ADELAIDE"
2009,"HOPPA","GREYHOUND","MALE","ADELAIDE"
2009,"HUGO","DACHSHUND","MALE","ADELAIDE"
2009,"IKE","LABRADOR RETRIEVER","DESEXED MALE","NORTH ADELAIDE"
2009,"ILLY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"ISABELLA","ROTTWEILER CROSS","DESEXED FEMALE","ADELAIDE"
2009,"ISABELLA","ROTTWEILER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"IVY","BASSET HOUND","DESEXED FEMALE","NORTH ADELAIDE"
2009,"JACK","POODLE MINATURE CROSS","MALE","ADELAIDE"
2009,"JACK","POODLE MINATURE CROSS","MALE","NORTH ADELAIDE"
2009,"JACK","AIREDALE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"JACK","SHAR PEI","DESEXED MALE","NORTH ADELAIDE"
2009,"JACK","JACK RUSSELL TERRIER","DESEXED MALE","ADELAIDE"
2009,"JACK","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"JAKE","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2009,"JASPER","BICHON FRISE","DESEXED MALE","NORTH ADELAIDE"
2009,"JASPER","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2009,"JASPER","CHIHUAHUA","DESEXED MALE","NORTH ADELAIDE"
2009,"JAZZ","WEST HIGHLAND WHITE TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"JED","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2009,"JESSE","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2009,"JESSE","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"JESSIE","BORDER COLLIE","FEMALE","NORTH ADELAIDE"
2009,"JESSIE","AUSTRALIAN CATTLE DOG","FEMALE","ADELAIDE"
2009,"JESSIE","AUSTRALIAN CATTLE DOG","FEMALE","NORTH ADELAIDE"
2009,"JILLY","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2009,"JIMMY","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"JOEY","SCOTTISH TERRIER","MALE","ADELAIDE"
2009,"JOEY","POMERANIAN","DESEXED MALE","NORTH ADELAIDE"
2009,"KABU","POODLE MINIATURE","FEMALE","ADELAIDE"
2009,"KAHLA","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2009,"KATIE","TERRIER - UNKNOWN","FEMALE","ADELAIDE"
2009,"KIP","GOLDEN RETRIEVER","DESEXED MALE","ADELAIDE"
2009,"KJ","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2009,"KOOKI","MALTESE CROSS","MALE","ADELAIDE"
2009,"LEO","AUSTRALIAN CATTLE DOG","MALE","NORTH ADELAIDE"
2009,"LEVI","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2009,"LILLI","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2009,"LILLIE","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LILLY","WEST HIGHLAND WHITE TERRIER","DESEXED FEMALE","ADELAIDE"
2009,"LILLY","SOFT COATED WHEATON TERRIER","FEMALE","NORTH ADELAIDE"
2009,"LILLY","AUSTRALIAN SILKY TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LITTLE BEAN","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"LOBY","AUSTRALIAN KELPIE","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LOLA","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LOLLY","COCKER SPANIEL","FEMALE","NORTH ADELAIDE"
2009,"LOTTIE","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LOUISE","POODLE MINATURE CROSS","FEMALE","NORTH ADELAIDE"
2009,"LUCINDA","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2009,"LUCINDA","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2009,"LUCKY","CROSS BREED UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LUCY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LUCY","SHIH TZU","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LUCY","JACK RUSSELL TERRIER","FEMALE","ADELAIDE"
2009,"LUCY","WELSH CORGIE PEMBROKE","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LUCY LOCKETT","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LUIS","MALTESE","DESEXED MALE","NORTH ADELAIDE"
2009,"LULU","SCHNAUZER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"LULU","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2009,"LUNA","WHIPPET","DESEXED MALE","NORTH ADELAIDE"
2009,"MACK FANGIO CHAMPION","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"MADDIE","FOX TERRIER WIRE","DESEXED FEMALE","ADELAIDE"
2009,"MANI","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"MARJORIE","POODLE MINATURE CROSS","FEMALE","NORTH ADELAIDE"
2009,"MARSHMALLOW","MALTESE","DESEXED FEMALE","ADELAIDE"
2009,"MAX","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"MAX","CAVALIER KING CHARLES SPANIEL CROSS","MALE","NORTH ADELAIDE"
2009,"MAX","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2009,"MAX","SCHNAUZER","DESEXED MALE","ADELAIDE"
2009,"MAX","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2009,"MAX","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2009,"MAX","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"MAX","AMERICAN STAFFORDSHIRE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"MAX","POODLE MINIATURE","MALE","NORTH ADELAIDE"
2009,"MAX","MALTESE","MALE","NORTH ADELAIDE"
2009,"MAXIMUS","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"MAXY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2009,"MEGAN","MALTESE CROSS","FEMALE","ADELAIDE"
2009,"MEGAN","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2009,"MILLA","MALTESE CROSS","FEMALE","ADELAIDE"
2009,"MILLIE","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2009,"MILO","TENTERFIELD TERRIER","MALE","NORTH ADELAIDE"
2009,"MISSY","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"MITRA","SCHNAUZER MINIATURE","DESEXED MALE","ADELAIDE"
2009,"MOET","COCKER SPANIEL CROSS","DESEXED FEMALE","ADELAIDE"
2009,"MOET","COCKER SPANIEL CROSS","DESEXED FEMALE","ADELAIDE"
2009,"MOLLY","BEDLINGTON TERRIER","DESEXED FEMALE","ADELAIDE"
2009,"MOLLY","CAIRN TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"MONA","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2009,"MONTY","BOSTON TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"MONTY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2009,"MOOCHIE","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"MORITZ","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2009,"MR SCRAGGS","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2009,"MR SCRAGGS","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2009,"MURKY","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2009,"NESSIE","BEARDED COLLIE","DESEXED FEMALE","ADELAIDE"
2009,"NESSIE","BEARDED COLLIE","DESEXED FEMALE","NORTH ADELAIDE"
2009,"OLIVE","WHIPPET","DESEXED FEMALE","ADELAIDE"
2009,"OLIVE","WHIPPET","DESEXED FEMALE","NORTH ADELAIDE"
2009,"OLIVER","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2009,"OLLEY","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"OLLIE","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"OSCAR","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2009,"OSCAR","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"OSCAR","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2009,"oscar","AUSTRALIAN SILKY TERRIER CROSS","DESEXED MALE","ADELAIDE"
2009,"PABLO","JACK RUSSELL TERRIER","MALE","NORTH ADELAIDE"
2009,"PADDINGTON","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2009,"PADDY","BORDER COLLIE","DESEXED MALE","ADELAIDE"
2009,"PADDY","BORDER COLLIE","DESEXED MALE","NORTH ADELAIDE"
2009,"PADDY","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"PALAIS","WHIPPET","FEMALE","NORTH ADELAIDE"
2009,"PAPOOSE","SIBERIAN HUSKY","DESEXED FEMALE","NORTH ADELAIDE"
2009,"PEARL","SHAR PEI","DESEXED FEMALE","NORTH ADELAIDE"
2009,"PEBBLES","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"PEBBLES","MALTESE","FEMALE","NORTH ADELAIDE"
2009,"PENELOPE","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"PENNY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2009,"PEPPER","SCHNAUZER CROSS","DESEXED MALE","ADELAIDE"
2009,"PEPPER","SCHNAUZER CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"PEPSI","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2009,"PEPSI","MALTESE CROSS","MALE","NORTH ADELAIDE"
2009,"PHOEBE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"PHOEBE","ROTTWEILER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"PHOEBE","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2009,"PING PONG","CHIHUAHUA CROSS","FEMALE","ADELAIDE"
2009,"PIXIE","MALTESE","FEMALE","ADELAIDE"
2009,"POLLY-ESTER","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"POPPY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2009,"PRINCE","CHIHUAHUA","DESEXED MALE","NORTH ADELAIDE"
2009,"PRINCESS","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"PUENKTCHEN","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","ADELAIDE"
2009,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"RALPH","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"RANI","SCHNAUZER MINIATURE","DESEXED FEMALE","ADELAIDE"
2009,"REMY","POODLE STANDARD","DESEXED MALE","ADELAIDE"
2009,"REX","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2009,"RILEY","KING CHARLES SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2009,"ROBBIE","COCKER SPANIEL CROSS","DESEXED MALE","ADELAIDE"
2009,"RON","DACHSHUND (MINITURE)","MALE","NORTH ADELAIDE"
2009,"ROSIE","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2009,"ROSIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"ROXY","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2009,"ROXY","BORDER COLLIE","FEMALE","NORTH ADELAIDE"
2009,"RUBY","KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2009,"RUBY","HUNGARIAN VIZSLA","DESEXED FEMALE","ADELAIDE"
2009,"RUSS","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"RUSTY","AIREDALE TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"RUSTY","LABRADOR RETRIEVER","MALE","ADELAIDE"
2009,"SABI","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2009,"SAFFY","BRITTANY","FEMALE","NORTH ADELAIDE"
2009,"SALLY","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"SALLY","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"SALLY","MASTIFF","DESEXED FEMALE","ADELAIDE"
2009,"SALT","SCHNAUZER CROSS","DESEXED FEMALE","ADELAIDE"
2009,"SALT","SCHNAUZER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"SAM","MALTESE","DESEXED MALE","NORTH ADELAIDE"
2009,"SAM","STAFFORDSHIRE BULL TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2009,"SAM","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"SAMBO","BEARDED COLLIE","MALE","NORTH ADELAIDE"
2009,"SAPPIRE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"SAPPIRE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"SASHA","POODLE MINATURE CROSS","FEMALE","ADELAIDE"
2009,"SASHA","POODLE MINATURE CROSS","FEMALE","ADELAIDE"
2009,"SCHNOOZY","SCHNAUZER MINIATURE","MALE","NORTH ADELAIDE"
2009,"SCOOTER","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"SCRUFF","TERRIER - UNKNOWN","FEMALE","NORTH ADELAIDE"
2009,"SHAKESPEARE","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2009,"SHERMAN","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2009,"SHILOH","DOBERMAN","MALE","NORTH ADELAIDE"
2009,"SIMBA","POODLE STANDARD","MALE","NORTH ADELAIDE"
2009,"SIRUS","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2009,"SKOOTA","TIBETAN SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2009,"SKY","POMERANIAN CROSS","DESEXED MALE","ADELAIDE"
2009,"SKY","POMERANIAN CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"SKY","POMERANIAN CROSS","DESEXED MALE","ADELAIDE"
2009,"SKY","POMERANIAN CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"SMUDGE","CHIHUAHUA CROSS","FEMALE","NORTH ADELAIDE"
2009,"SNOOPY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2009,"SOCKS","MALTESE CROSS","MALE","ADELAIDE"
2009,"SOPHIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"SPOT","COLLIE (ROUGH) CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"STELLA","GERMAN SHEPHERD DOG","FEMALE","ADELAIDE"
2009,"STELLA","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2009,"SULO","TERRIER - UNKNOWN","DESEXED FEMALE","ADELAIDE"
2009,"SUSIE BUBBA","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2009,"SWEETY","POODLE TOY","DESEXED FEMALE","ADELAIDE"
2009,"SWEETY","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2009,"SYDNEY","SOFT COATED WHEATON TERRIER","MALE","NORTH ADELAIDE"
2009,"TACO","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2009,"TED","POMERANIAN","DESEXED MALE","NORTH ADELAIDE"
2009,"TESLA","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2009,"TESSA","JACK RUSSELL TERRIER","FEMALE","ADELAIDE"
2009,"TOBY","WELSH CORGI CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"TOMMY","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2009,"TOMMY","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2009,"TRIGG","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"TRIX","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"TWINKLES","WEST HIGHLAND WHITE TERRIER","FEMALE","NORTH ADELAIDE"
2009,"WINSTON","CAVALIER KING CHARLES SPANIEL","MALE","ADELAIDE"
2009,"WINSTON","CAVALIER KING CHARLES SPANIEL","MALE","NORTH ADELAIDE"
2009,"WOODY","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2009,"YOGI","SHIH TZU","DESEXED MALE","NORTH ADELAIDE"
2009,"ZAC","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"ZAC","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2009,"ZELLA","ROTTWEILER","DESEXED FEMALE","NORTH ADELAIDE"
2009,"ZEP","CAVALIER KING CHARLES SPANIEL","MALE","NORTH ADELAIDE"
2009,"ZEUS","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2009,"ZOE","POODLE MINIATURE","DESEXED FEMALE","NORTH ADELAIDE"
2009,"ZOE","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2009,"ZSA ZSA","CAVALIER KING CHARLES SPANIEL","FEMALE","ADELAIDE"
2009,"ZSA ZSA","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2010,"ABBY","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2010,"AISHA","POODLE MINATURE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"ALFIE","BICHON FRISE","MALE","NORTH ADELAIDE"
2010,"ALFIE","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"ALICE","FOX TERRIER WIRE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"ANGUS","PUG CROSS","MALE","ADELAIDE"
2010,"ARCHIBALD","GERMAN SHEPHERD DOG CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"Archie","AIREDALE TERRIER","MALE","NORTH ADELAIDE"
2010,"ARCHIE","PUG","MALE","NORTH ADELAIDE"
2010,"ARNIE","STAFFORDSHIRE BULL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"ARTIE","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2010,"ASTRO","WHIPPET","DESEXED MALE","NORTH ADELAIDE"
2010,"BAILY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2010,"BEAR","GERMAN SHEPHERD DOG","DESEXED MALE","NORTH ADELAIDE"
2010,"BELLA","KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2010,"BELLA","GREAT DANE","FEMALE","NORTH ADELAIDE"
2010,"BELLA","GREAT DANE","FEMALE","NORTH ADELAIDE"
2010,"BELLA","SCHNAUZER","DESEXED FEMALE","ADELAIDE"
2010,"BELLA","GOLDEN RETRIEVER","DESEXED FEMALE","ADELAIDE"
2010,"BELLA","SKYE TERRIER","FEMALE","ADELAIDE"
2010,"BERTIE","SCHNAUZER MINIATURE","DESEXED MALE","NORTH ADELAIDE"
2010,"BERTIE","BICHON FRISE","DESEXED MALE","ADELAIDE"
2010,"BIGGLES MUDGE","SCHNAUZER MINIATURE","MALE","ADELAIDE"
2010,"BLACKIE","POMERANIAN","MALE","NORTH ADELAIDE"
2010,"BLUSH","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2010,"BOB","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"BOBBY","BICHON FRISE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"BOBBY","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2010,"BOBEK","BOSTON TERRIER","DESEXED MALE","ADELAIDE"
2010,"BODHI JODOCUS","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2010,"BODRI","FOX TERRIER (SMOOTH)","MALE","ADELAIDE"
2010,"BOO","STAFFORDSHIRE BULL TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"BRIDGET","LABRADOR RETRIEVER CROSS","FEMALE","NORTH ADELAIDE"
2010,"BROOKLYN","YORKSHIRE TERRIER","FEMALE","ADELAIDE"
2010,"BROOKLYN","YORKSHIRE TERRIER","FEMALE","NORTH ADELAIDE"
2010,"BUCKLEY","STAFFORDSHIRE BULL TERRIER CROSS","MALE","NORTH ADELAIDE"
2010,"BUDDY","CAIRN TERRIER","MALE","NORTH ADELAIDE"
2010,"BUFFY","BOXER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"BUFFY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"BUSTER","BEAGLE","DESEXED MALE","ADELAIDE"
2010,"BUTTONS","COCKER SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2010,"CALLIE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"CALLY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"CASPER","TERRIER - UNKNOWN","MALE","NORTH ADELAIDE"
2010,"CASTRO","AUSTRALIAN CATTLE DOG","MALE","NORTH ADELAIDE"
2010,"CELESTE","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2010,"CHARLIE","LAGOTTO ROMAGNOLO","DESEXED MALE","ADELAIDE"
2010,"CHARLIE","WELSH CORGIE CARDIGAN","FEMALE","NORTH ADELAIDE"
2010,"CHARLIE","POODLE MINIATURE","DESEXED MALE","ADELAIDE"
2010,"CHARLIE","WELSH CORGIE PEMBROKE","MALE","NORTH ADELAIDE"
2010,"CHARLIE","MALTESE CROSS","MALE","NORTH ADELAIDE"
2010,"CHARLIOTTE","BERNESE MOUNTAIN DOG","DESEXED FEMALE","NORTH ADELAIDE"
2010,"CHI CHI","SHIH TZU","MALE","ADELAIDE"
2010,"CHICO","BOSTON TERRIER","FEMALE","ADELAIDE"
2010,"CHICO","BOSTON TERRIER","FEMALE","NORTH ADELAIDE"
2010,"CHLOE","JACK RUSSELL TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2010,"CHOCO","POODLE TOY","FEMALE","ADELAIDE"
2010,"CLAIRE","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2010,"Cleo","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"CLEO","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"COCO","FOX TERRIER (SMOOTH)","DESEXED FEMALE","NORTH ADELAIDE"
2010,"COCO","POODLE MINATURE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"COMET","GREYHOUND","DESEXED MALE","NORTH ADELAIDE"
2010,"COOPER","STAFFORDSHIRE BULL TERRIER","MALE","NORTH ADELAIDE"
2010,"CRUMPET","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2010,"CUSCO","BULLMASTIFF","DESEXED FEMALE","ADELAIDE"
2010,"DAISY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"DAISY","BORDER COLLIE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"DAISY","BORDER COLLIE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"DAISY","FOX TERRIER (SMOOTH)","DESEXED FEMALE","ADELAIDE"
2010,"DARLA","CROSS BREED UNKNOWN","DESEXED FEMALE","ADELAIDE"
2010,"DEPUTY","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2010,"DIEGO","AMERICAN STAFFORDSHIRE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"DIZZIE","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"DOTTI","CROSS BREED UNKNOWN","DESEXED FEMALE","ADELAIDE"
2010,"DOUGAL","BEARDED COLLIE","DESEXED MALE","NORTH ADELAIDE"
2010,"DOUGAL","CAIRN TERRIER","MALE","ADELAIDE"
2010,"DOZER","GREAT DANE","MALE","ADELAIDE"
2010,"DUDLEY","COCKER SPANIEL CROSS","DESEXED MALE","ADELAIDE"
2010,"DUDLEY","DALMATION","MALE","NORTH ADELAIDE"
2010,"EDDIE","FOX TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"EDDIE","SCOTTISH TERRIER","MALE","NORTH ADELAIDE"
2010,"ELI CASH","GREYHOUND","MALE","NORTH ADELAIDE"
2010,"ELLA","AUSTRALIAN CATTLE DOG","DESEXED FEMALE","NORTH ADELAIDE"
2010,"ELLA","YORKSHIRE TERRIER CROSS","FEMALE","NORTH ADELAIDE"
2010,"EMERALD","AUSTRALIAN KELPIE","FEMALE","ADELAIDE"
2010,"ETOSHA","GREAT DANE","FEMALE","NORTH ADELAIDE"
2010,"EVA","SCHNAUZER","FEMALE","ADELAIDE"
2010,"EVIE","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2010,"FERGUS","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2010,"FIDEL","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2010,"FINN","IRISH TERRIER","MALE","NORTH ADELAIDE"
2010,"FIZZ","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"FLUFFY","SCHNAUZER CROSS","MALE","ADELAIDE"
2010,"FRANK","BOSTON TERRIER","DESEXED MALE","ADELAIDE"
2010,"FRECKLES","DALMATION","DESEXED FEMALE","NORTH ADELAIDE"
2010,"FRED","FOX TERRIER CROSS","DESEXED MALE","ADELAIDE"
2010,"FRED","FOX TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"GABBY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"GEORGE","SCHNAUZER MINIATURE","DESEXED MALE","NORTH ADELAIDE"
2010,"GEORGIA","DACHSHUND","DESEXED FEMALE","ADELAIDE"
2010,"GEORGIE","POODLE TOY","FEMALE","NORTH ADELAIDE"
2010,"GEORGIO","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2010,"GINGER","TERRIER - UNKNOWN","DESEXED FEMALE","ADELAIDE"
2010,"GINGER","TERRIER - UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2010,"GORDON","RHODESIAN RIDGEBACK","DESEXED MALE","ADELAIDE"
2010,"GUS","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"GUSTAVO","WEIMERANER","DESEXED MALE","NORTH ADELAIDE"
2010,"GWYNETH","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
