Year,Dog_name,Breed,Gender,Suburb
2011,"CHARLIE GIRL","SCHNAUZER MINIATURE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"CHARLIOTTE","BERNESE MOUNTAIN DOG","DESEXED FEMALE","NORTH ADELAIDE"
2011,"CHI CHI","SHIH TZU","MALE","ADELAIDE"
2011,"CHICO","BOSTON TERRIER","FEMALE","ADELAIDE"
2011,"CHICO","BOSTON TERRIER","FEMALE","NORTH ADELAIDE"
2011,"CHLOE","JACK RUSSELL TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2011,"CHOCO","POODLE TOY","FEMALE","ADELAIDE"
2011,"CHOCO","POODLE TOY","FEMALE","ADELAIDE"
2011,"CLAIRE","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2011,"Cleo","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"CLEO","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"CLOUD","MALTESE","FEMALE","ADELAIDE"
2011,"COCO","FOX TERRIER (SMOOTH)","DESEXED FEMALE","NORTH ADELAIDE"
2011,"COCO","POODLE MINATURE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"COMET","GREYHOUND","DESEXED MALE","NORTH ADELAIDE"
2011,"COOPER","STAFFORDSHIRE BULL TERRIER","MALE","NORTH ADELAIDE"
2011,"COW BOY","BOSTON TERRIER","MALE","ADELAIDE"
2011,"CRUMPET","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"CUSCO","BULLMASTIFF","DESEXED FEMALE","ADELAIDE"
2011,"DAISY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"DAISY","BORDER COLLIE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"DAISY","FOX TERRIER (SMOOTH)","DESEXED FEMALE","ADELAIDE"
2011,"DAISY","POODLE MINIATURE","FEMALE","NORTH ADELAIDE"
2011,"DARLA","CROSS BREED UNKNOWN","DESEXED FEMALE","ADELAIDE"
2011,"DD","KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2011,"DEPUTY","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2011,"DIEGO","AMERICAN STAFFORDSHIRE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"DIZZIE","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"DOTTI","CROSS BREED UNKNOWN","DESEXED FEMALE","ADELAIDE"
2011,"DOUGAL","BEARDED COLLIE","DESEXED MALE","NORTH ADELAIDE"
2011,"DOUGAL","BEARDED COLLIE","DESEXED MALE","NORTH ADELAIDE"
2011,"DOUGAL","CAIRN TERRIER","MALE","ADELAIDE"
2011,"DUDLEY","COCKER SPANIEL CROSS","DESEXED MALE","ADELAIDE"
2011,"DUDLEY","DALMATION","MALE","NORTH ADELAIDE"
2011,"EDDIE","FOX TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"EDDIE","SCOTTISH TERRIER","MALE","NORTH ADELAIDE"
2011,"ELI CASH","GREYHOUND","MALE","NORTH ADELAIDE"
2011,"ELLA","AUSTRALIAN CATTLE DOG","DESEXED FEMALE","NORTH ADELAIDE"
2011,"ELLA","YORKSHIRE TERRIER CROSS","FEMALE","NORTH ADELAIDE"
2011,"EMERALD","AUSTRALIAN KELPIE","FEMALE","ADELAIDE"
2011,"EMILIO","BICHON FRISE","DESEXED MALE","NORTH ADELAIDE"
2011,"ETOSHA","GREAT DANE","FEMALE","NORTH ADELAIDE"
2011,"EVA","SCHNAUZER","FEMALE","ADELAIDE"
2011,"EVIE","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2011,"FERGUS","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2011,"FIDEL","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"FINN","IRISH TERRIER","MALE","NORTH ADELAIDE"
2011,"FIZZ","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"FRANK","BOSTON TERRIER","DESEXED MALE","ADELAIDE"
2011,"FRECKLES","DALMATION","DESEXED FEMALE","NORTH ADELAIDE"
2011,"FRED","FOX TERRIER CROSS","DESEXED MALE","ADELAIDE"
2011,"FRED","FOX TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"GABBY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"GENIE","WELSH CORGIE PEMBROKE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"GEORGE","SCHNAUZER MINIATURE","DESEXED MALE","NORTH ADELAIDE"
2011,"GEORGIA","DACHSHUND","DESEXED FEMALE","ADELAIDE"
2011,"GEORGIE","POODLE TOY","FEMALE","NORTH ADELAIDE"
2011,"GEORGIO","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"GINGER","TERRIER - UNKNOWN","DESEXED FEMALE","ADELAIDE"
2011,"GINGER","TERRIER - UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2011,"GORDON","RHODESIAN RIDGEBACK","DESEXED MALE","ADELAIDE"
2011,"GOSSIP","BOSTON TERRIER","FEMALE","ADELAIDE"
2011,"GRACE","WHIPPET","DESEXED FEMALE","NORTH ADELAIDE"
2011,"GRACE","POODLE TOY CROSS","DESEXED FEMALE","ADELAIDE"
2011,"GRACE","POODLE TOY CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"GRUMPY","GREYHOUND","DESEXED MALE","ADELAIDE"
2011,"GRUMPY","GREYHOUND","DESEXED MALE","NORTH ADELAIDE"
2011,"GUS","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"GUSTAVO","WEIMERANER","DESEXED MALE","NORTH ADELAIDE"
2011,"GWYNETH","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"GYPSY","CHIHUAHUA","DESEXED FEMALE","ADELAIDE"
2011,"GYPSY","POMERANIAN","FEMALE","NORTH ADELAIDE"
2011,"HARDY","CAIRN TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"HARRY","DACHSHUND","MALE","ADELAIDE"
2011,"HARRY","SAMOYED CROSS","DESEXED MALE","ADELAIDE"
2011,"HEIDI","YORKSHIRE TERRIER","DESEXED FEMALE","ADELAIDE"
2011,"HENRY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2011,"HERBIE","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2011,"HETTY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2011,"HOLLY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"HOLLY","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"HOLLY","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"HONEY","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"HONEY","SHETLAND SHEEP DOG","DESEXED FEMALE","ADELAIDE"
2011,"HOOVER","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2011,"HOPPA","GREYHOUND","MALE","ADELAIDE"
2011,"HUGO","DACHSHUND","MALE","ADELAIDE"
2011,"IKE","LABRADOR RETRIEVER","DESEXED MALE","NORTH ADELAIDE"
2011,"ILLY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"INDI","LABRADOR RETRIEVER","FEMALE","NORTH ADELAIDE"
2011,"ISABELLA","ROTTWEILER CROSS","DESEXED FEMALE","ADELAIDE"
2011,"ISABELLA","ROTTWEILER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"IVY","BASSET HOUND","DESEXED FEMALE","NORTH ADELAIDE"
2011,"JACK","POODLE MINATURE CROSS","MALE","ADELAIDE"
2011,"JACK","POODLE MINATURE CROSS","MALE","NORTH ADELAIDE"
2011,"JACK","AIREDALE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"JACK","SHAR PEI","DESEXED MALE","NORTH ADELAIDE"
2011,"JACK","JACK RUSSELL TERRIER","DESEXED MALE","ADELAIDE"
2011,"JACK","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"JACQUI","KING CHARLES SPANIEL","FEMALE","ADELAIDE"
2011,"JAGGER","TENTERFIELD TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"JAKE","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2011,"JASPER","COCKER SPANIEL CROSS","MALE","NORTH ADELAIDE"
2011,"JASPER","COCKER SPANIEL CROSS","MALE","NORTH ADELAIDE"
2011,"JASPER","BICHON FRISE","DESEXED MALE","NORTH ADELAIDE"
2011,"JASPER","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2011,"JASPER","CHIHUAHUA","DESEXED MALE","NORTH ADELAIDE"
2011,"JAZZ","WEST HIGHLAND WHITE TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"JESSE","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2011,"JESSE","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"JESSIE","BORDER COLLIE","FEMALE","NORTH ADELAIDE"
2011,"JESSIE","AUSTRALIAN CATTLE DOG","FEMALE","ADELAIDE"
2011,"JESSIE","AUSTRALIAN CATTLE DOG","FEMALE","NORTH ADELAIDE"
2011,"JESTER","FOX TERRIER CROSS","DESEXED MALE","ADELAIDE"
2011,"JILLY","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2011,"JIMMY","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"JOEY","SCOTTISH TERRIER","MALE","ADELAIDE"
2011,"JOEY","POMERANIAN","DESEXED MALE","NORTH ADELAIDE"
2011,"JUBE","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2011,"KABU","POODLE MINIATURE","FEMALE","ADELAIDE"
2011,"KAHLA","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2011,"KATIE","TERRIER - UNKNOWN","FEMALE","ADELAIDE"
2011,"KENNY","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"KIP","GOLDEN RETRIEVER","DESEXED MALE","ADELAIDE"
2011,"KJ","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2011,"KOOKI","MALTESE CROSS","MALE","ADELAIDE"
2011,"LENNY","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"LEO","AUSTRALIAN CATTLE DOG","MALE","NORTH ADELAIDE"
2011,"LEVI","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2011,"LILLI","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2011,"LILLIE","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LILLY","WEST HIGHLAND WHITE TERRIER","DESEXED FEMALE","ADELAIDE"
2011,"LILLY","SOFT COATED WHEATON TERRIER","FEMALE","NORTH ADELAIDE"
2011,"LILLY","AUSTRALIAN SILKY TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LITTLE BEAN","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"LOBY","AUSTRALIAN KELPIE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LOIS","MINIATURE PINSCHER","FEMALE","NORTH ADELAIDE"
2011,"LOLA","SOFT COATED WHEATON TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LOLA","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LOLLY","COCKER SPANIEL","FEMALE","NORTH ADELAIDE"
2011,"LOTTIE","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LOUIE","PUG","DESEXED MALE","ADELAIDE"
2011,"LOUISE","POODLE MINATURE CROSS","FEMALE","NORTH ADELAIDE"
2011,"LUCINDA","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2011,"LUCKY","CROSS BREED UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LUCY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LUCY","SHIH TZU","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LUCY","JACK RUSSELL TERRIER","FEMALE","ADELAIDE"
2011,"LUCY","DACHSHUND CROSS","FEMALE","ADELAIDE"
2011,"LUCY","WELSH CORGIE PEMBROKE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LUCY LOCKETT","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LUIS","MALTESE","DESEXED MALE","NORTH ADELAIDE"
2011,"LULU","SCHNAUZER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"LULU","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"LULU","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2011,"LUNA","WHIPPET","DESEXED MALE","NORTH ADELAIDE"
2011,"LYNX","GERMAN SHEPHERD DOG CROSS","MALE","ADELAIDE"
2011,"MACK FANGIO CHAMPION","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"MADDIE","FOX TERRIER WIRE","DESEXED FEMALE","ADELAIDE"
2011,"MAGGI","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"MAIZE","KING CHARLES SPANIEL CROSS","FEMALE","NORTH ADELAIDE"
2011,"MANI","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"MANNY","GERMAN SHEPHERD DOG","FEMALE","ADELAIDE"
2011,"MARJORIE","POODLE MINATURE CROSS","FEMALE","NORTH ADELAIDE"
2011,"MARSHMALLOW","MALTESE","DESEXED FEMALE","ADELAIDE"
2011,"MATEY","JACK RUSSELL TERRIER","DESEXED MALE","ADELAIDE"
2011,"MAX","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"MAX","CAVALIER KING CHARLES SPANIEL CROSS","MALE","NORTH ADELAIDE"
2011,"MAX","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"MAX","SCHNAUZER","DESEXED MALE","ADELAIDE"
2011,"MAX","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2011,"MAX","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2011,"MAX","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2011,"MAX","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"MAX","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"MAX","POODLE MINIATURE","MALE","NORTH ADELAIDE"
2011,"MAX","AMERICAN STAFFORDSHIRE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"MAX","POODLE MINIATURE","MALE","NORTH ADELAIDE"
2011,"MAX","MALTESE","MALE","NORTH ADELAIDE"
2011,"MAXIMUS","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"MAXY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2011,"MEGAN","MALTESE CROSS","FEMALE","ADELAIDE"
2011,"MEGAN","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2011,"MIA","POODLE TOY","FEMALE","NORTH ADELAIDE"
2011,"MILLA","MALTESE CROSS","FEMALE","ADELAIDE"
2011,"MILLIE","BICHON FRISE","DESEXED FEMALE","ADELAIDE"
2011,"MILLIE","BICHON FRISE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"MILLIE","WEST HIGHLAND WHITE TERRIER CROSS","FEMALE","NORTH ADELAIDE"
2011,"MILLIE","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2011,"MILO","TENTERFIELD TERRIER","MALE","NORTH ADELAIDE"
2011,"MINNIE","LAKELAND TERRIER","FEMALE","NORTH ADELAIDE"
2011,"MINNIE","POODLE TOY","FEMALE","NORTH ADELAIDE"
2011,"MISCHA","ENGLISH SPRINGER SPANIEL","DESEXED FEMALE","ADELAIDE"
2011,"MISCHA","ENGLISH SPRINGER SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2011,"MISSY","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"MITRA","SCHNAUZER MINIATURE","DESEXED MALE","ADELAIDE"
2011,"MOBY","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"MOET","COCKER SPANIEL CROSS","DESEXED FEMALE","ADELAIDE"
2011,"MOLLY","BEDLINGTON TERRIER","DESEXED FEMALE","ADELAIDE"
2011,"MOLLY","CAIRN TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"MOLLY","SAMOYED","FEMALE","NORTH ADELAIDE"
2011,"MOLLY","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2011,"MONA","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"MONTY","BOSTON TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"MONTY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2011,"MONTY","LABRADOR RETRIEVER","MALE","NORTH ADELAIDE"
2011,"MONTY","SHIH TZU CROSS","DESEXED MALE","ADELAIDE"
2011,"MOOCHIE","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"MORGAN","WELSH CORGI","DESEXED MALE","NORTH ADELAIDE"
2011,"MORITZ","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2011,"MR SCRAGGS","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2011,"MR SCRAGGS","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2011,"MURKY","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2011,"NEIL","DACHSHUND","DESEXED MALE","NORTH ADELAIDE"
2011,"NESSIE","BEARDED COLLIE","DESEXED FEMALE","ADELAIDE"
2011,"NESSIE","BEARDED COLLIE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"OLIVE","WHIPPET","DESEXED FEMALE","ADELAIDE"
2011,"OLIVE","WHIPPET","DESEXED FEMALE","NORTH ADELAIDE"
2011,"OLIVER","GOLDEN RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"OLIVER","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"OLLEY","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"OLLIE","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"OSCAR","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2011,"OSCAR","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"OSCAR","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2011,"oscar","AUSTRALIAN SILKY TERRIER CROSS","DESEXED MALE","ADELAIDE"
2011,"PABLO","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"PABLO","JACK RUSSELL TERRIER","MALE","NORTH ADELAIDE"
2011,"PADDINGTON","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2011,"PADDY","BORDER COLLIE","DESEXED MALE","ADELAIDE"
2011,"PADDY","BORDER COLLIE","DESEXED MALE","NORTH ADELAIDE"
2011,"PADDY","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"PALAIS","WHIPPET","FEMALE","NORTH ADELAIDE"
2011,"PAPOOSE","SIBERIAN HUSKY","DESEXED FEMALE","NORTH ADELAIDE"
2011,"PEARL","SHAR PEI","DESEXED FEMALE","NORTH ADELAIDE"
2011,"PEBBLES","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"PEBBLES","MALTESE","FEMALE","NORTH ADELAIDE"
2011,"PENELOPE","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"PENNY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2011,"PEPPA","GOLDEN RETRIEVER","FEMALE","NORTH ADELAIDE"
2011,"PEPPER","SCHNAUZER CROSS","DESEXED MALE","ADELAIDE"
2011,"PEPPER","SCHNAUZER CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"PEPPER","TERRIER - UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2011,"PEPSI","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2011,"PEPSI","MALTESE CROSS","MALE","NORTH ADELAIDE"
2011,"PETRA","DOBERMAN","DESEXED FEMALE","NORTH ADELAIDE"
2011,"PHOEBE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"PHOEBE","ROTTWEILER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"PHOEBE","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2011,"PIGLET BERGGREN","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"PING PONG","CHIHUAHUA CROSS","FEMALE","ADELAIDE"
2011,"PIPI","CHIHUAHUA CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"PIPPA","SCHNAUZER MINIATURE","FEMALE","ADELAIDE"
2011,"PIXIE","MALTESE","FEMALE","ADELAIDE"
2011,"POCO","POMERANIAN","DESEXED FEMALE","ADELAIDE"
2011,"POCO","POMERANIAN","DESEXED FEMALE","NORTH ADELAIDE"
2011,"POLLY-ESTER","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"POPPI","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"POPPY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"POPPY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2011,"POPPY","POODLE MINIATURE","FEMALE","NORTH ADELAIDE"
2011,"PRINCESS","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"PUENKTCHEN","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"RAFIKI JASPER","BORDER COLLIE","DESEXED MALE","NORTH ADELAIDE"
2011,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","ADELAIDE"
2011,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"RALPH","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"RALPH","POODLE MINATURE CROSS","MALE","ADELAIDE"
2011,"RALPH","POODLE MINATURE CROSS","MALE","NORTH ADELAIDE"
2011,"RANI","SCHNAUZER MINIATURE","DESEXED FEMALE","ADELAIDE"
2011,"REMY","POODLE STANDARD","DESEXED MALE","ADELAIDE"
2011,"REX","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2011,"RILEY","KING CHARLES SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2011,"ROBBIE","COCKER SPANIEL CROSS","DESEXED MALE","ADELAIDE"
2011,"ROCKY","MINIATURE PINSCHER","DESEXED MALE","ADELAIDE"
2011,"ROCKY","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"RON","DACHSHUND (MINITURE)","MALE","NORTH ADELAIDE"
2011,"ROSIE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"ROSIE","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"ROSIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"ROXY","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2011,"ROXY","BORDER COLLIE","FEMALE","NORTH ADELAIDE"
2011,"RUBY","GOLDEN RETRIEVER","FEMALE","NORTH ADELAIDE"
2011,"RUBY","HUNGARIAN VIZSLA","DESEXED FEMALE","ADELAIDE"
2011,"RUBY","KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2011,"RUPERT","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2011,"RUSS","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"RUSTY","AIREDALE TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"RUSTY","LABRADOR RETRIEVER","MALE","ADELAIDE"
2011,"SABI","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2011,"SAFFY","BRITTANY","FEMALE","NORTH ADELAIDE"
2011,"SALLY","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"SALLY","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"SALLY","MASTIFF","DESEXED FEMALE","ADELAIDE"
2011,"SALT","SCHNAUZER CROSS","DESEXED FEMALE","ADELAIDE"
2011,"SALT","SCHNAUZER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"SAM","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2011,"SAM","MALTESE","DESEXED MALE","NORTH ADELAIDE"
2011,"SAM","STAFFORDSHIRE BULL TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2011,"SAM","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"SAMBO","BEARDED COLLIE","MALE","NORTH ADELAIDE"
2011,"SAPPIRE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"SAPPIRE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"SASHA","POODLE MINATURE CROSS","FEMALE","ADELAIDE"
2011,"SCHNOOZY","SCHNAUZER MINIATURE","MALE","NORTH ADELAIDE"
2011,"SCOOTER","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"SCRUFF","TERRIER - UNKNOWN","FEMALE","NORTH ADELAIDE"
2011,"SHAKESPEARE","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2011,"SHEBA","AUSTRALIAN SILKY TERRIER CROSS","FEMALE","ADELAIDE"
2011,"SHERMAN","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"SHILOH","DOBERMAN","MALE","NORTH ADELAIDE"
2011,"SHISHA","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2011,"SIMBA","POODLE STANDARD","MALE","NORTH ADELAIDE"
2011,"SIRUS","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2011,"SKOOTA","TIBETAN SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2011,"SKY","POMERANIAN CROSS","DESEXED MALE","ADELAIDE"
2011,"SKY","POMERANIAN CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"SMUDGE","CHIHUAHUA CROSS","FEMALE","NORTH ADELAIDE"
2011,"SNOOPY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2011,"SOCKS","MALTESE CROSS","MALE","ADELAIDE"
2011,"SOPHIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"SPARKY","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"SPOT","COLLIE (ROUGH) CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"STELLA","GERMAN SHEPHERD DOG","FEMALE","ADELAIDE"
2011,"STELLA","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2011,"SULO","TERRIER - UNKNOWN","DESEXED FEMALE","ADELAIDE"
